year,lat,lon,zone,vessel
2019,56.66733333,-147.5033333,,Professor Kaganovskiy
2019,51.66566667,-147.5013333,,Professor Kaganovskiy
2019,47.66833333,-147.5006667,,Professor Kaganovskiy
2019,48.6675,-147.5001667,,Professor Kaganovskiy
2019,52.66716667,-147.5001667,,Professor Kaganovskiy
2019,54.666,-147.5001667,,Professor Kaganovskiy
2019,55.66833333,-147.4986667,,Professor Kaganovskiy
2019,53.66683333,-147.4978333,,Professor Kaganovskiy
2019,49.66716667,-147.4968333,,Professor Kaganovskiy
2019,50.66666667,-147.4846667,,Professor Kaganovskiy
2019,52.6685,-146.0041667,,Professor Kaganovskiy
2019,56.66733333,-146.0013333,,Professor Kaganovskiy
2019,50.66583333,-146.0008333,,Professor Kaganovskiy
2019,51.66716667,-146.0001667,,Professor Kaganovskiy
2019,48.667,-145.9998333,,Professor Kaganovskiy
2019,54.66933333,-145.9993333,,Professor Kaganovskiy
2019,49.6675,-145.9993333,,Professor Kaganovskiy
2019,47.66616667,-145.999,,Professor Kaganovskiy
2019,53.66616667,-145.999,,Professor Kaganovskiy
2019,55.66783333,-145.9968333,,Professor Kaganovskiy
2019,49.66683333,-144.67,,Professor Kaganovskiy
2019,48.66516667,-144.5016667,,Professor Kaganovskiy
2019,55.6655,-144.5008333,,Professor Kaganovskiy
2019,50.66783333,-144.5006667,,Professor Kaganovskiy
2019,53.6655,-144.5005,,Professor Kaganovskiy
2019,56.66683333,-144.5,,Professor Kaganovskiy
2019,51.66666667,-144.5,,Professor Kaganovskiy
2019,54.667,-144.4998333,,Professor Kaganovskiy
2019,52.66666667,-144.4991667,,Professor Kaganovskiy
2019,47.67016667,-144.4955,,Professor Kaganovskiy
2019,51.66666667,-143.0025,,Professor Kaganovskiy
2019,52.66583333,-143.0016667,,Professor Kaganovskiy
2019,56.66866667,-143.0001667,,Professor Kaganovskiy
2019,54.66666667,-143,,Professor Kaganovskiy
2019,50.6565,-142.9995,,Professor Kaganovskiy
2019,49.66666667,-142.9988333,,Professor Kaganovskiy
2019,47.66633333,-142.9985,,Professor Kaganovskiy
2019,53.66683333,-142.9978333,,Professor Kaganovskiy
2019,55.66716667,-142.9976667,,Professor Kaganovskiy
2019,48.667,-142.997,,Professor Kaganovskiy
2019,48.67333333,-141.5013333,,Professor Kaganovskiy
2019,49.66566667,-141.4993333,,Professor Kaganovskiy
2019,50.66583333,-141.4991667,,Professor Kaganovskiy
2019,47.66616667,-141.4985,,Professor Kaganovskiy
2019,51.66466667,-141.4981667,,Professor Kaganovskiy
2019,53.66566667,-141.4973333,,Professor Kaganovskiy
2019,52.66566667,-141.494,,Professor Kaganovskiy
2019,53.667,-140.0011667,,Professor Kaganovskiy
2019,52.66583333,-140.0006667,,Professor Kaganovskiy
2019,50.66666667,-140.0001667,,Professor Kaganovskiy
2019,51.66766667,-139.9995,,Professor Kaganovskiy
2019,47.66616667,-139.999,,Professor Kaganovskiy
2019,50.66666667,-138.5008333,,Professor Kaganovskiy
2019,48.66666667,-138.5001667,,Professor Kaganovskiy
2019,47.6645,-138.4993333,,Professor Kaganovskiy
2019,49.6655,-138.4993333,,Professor Kaganovskiy
2019,48.66566667,-136.9973333,,Professor Kaganovskiy
2019,47.66683333,-136.997,,Professor Kaganovskiy
2019,48.19116667,-129.9175,,Professor Kaganovskiy
2019,48.311,-128.5136667,,Professor Kaganovskiy
2020,49.4067,-147.525,,Pacific Legacy
2020,51.4033,-147.515,,Pacific Legacy
2020,50.4198,-147.5138,,Pacific Legacy
2020,50.3233,-147.505,,Pacific Legacy
2020,48.3917,-147.5017,,Pacific Legacy
2020,51.4233,-146.0167,,Pacific Legacy
2020,50.4083,-146.0067,,Pacific Legacy
2020,48.415,-145.9817,,Pacific Legacy
2020,51.3417,-145.9567,,Pacific Legacy
2020,51.4983,-144.5067,,Pacific Legacy
2020,50.4117,-144.4983,,Pacific Legacy
2020,48.4033,-144.4817,,Pacific Legacy
2020,48.395,-143.0117,,Pacific Legacy
2020,51.48,-143.005,,Pacific Legacy
2020,47.43,-142.98,,Pacific Legacy
2020,49.425,-141.505,,Pacific Legacy
2020,47.4417,-141.4917,,Pacific Legacy
2020,48.405,-141.4917,,Pacific Legacy
2020,53.38,-140.0417,,Pacific Legacy
2020,48.3817,-140.0217,,Pacific Legacy
2020,49.4367,-140.0033,,Pacific Legacy
2020,47.4133,-140.0017,,Pacific Legacy
2020,52.3983,-138.65,,Pacific Legacy
2020,51.41,-138.58,,Pacific Legacy
2020,50.405,-138.5555,,Pacific Legacy
2020,47.42,-138.5255,,Pacific Legacy
2020,49.4617,-138.52,,Pacific Legacy
2020,48.4183,-138.5133,,Pacific Legacy
2020,47.4,-138.5117,,Pacific Legacy
2020,46.37,-138.485,,Pacific Legacy
2020,47.3817,-138.475,,Pacific Legacy
2020,52.9033,-137.0333,,Pacific Legacy
2020,53.4083,-137.0283,,Pacific Legacy
2020,47.4217,-136.9833,,Pacific Legacy
2020,47.3967,-136.9633,,Pacific Legacy
2020,54.435,-135.5483,,Pacific Legacy
2020,53.4133,-135.48,,Pacific Legacy
2020,47.4033,-135.4167,,Pacific Legacy
2020,54.5617,-134.035,,Pacific Legacy
2020,53.4167,-134.0283,,Pacific Legacy
2020,54.4,-134.0017,,Pacific Legacy
2020,47.4017,-133.9817,,Pacific Legacy
2020,47.41,-132.5083,,Pacific Legacy
2020,54.3883,-132.4233,,Pacific Legacy
2020,48.4067,-131.0683,,Pacific Legacy
2020,48.4217,-130.07,,Pacific Legacy
2020,48.4275,-129.5135,,Pacific Legacy
2020,48.425,-129.115,,Pacific Legacy
2020,48.4165,-128.0575,,Pacific Legacy
2020,48.4117,-128.02,,Pacific Legacy
2020,48.4767,-126.2,,Pacific Legacy
2020,48.505,-125.4467,,Pacific Legacy
2022,47,-135,zone 5,Sir John Franklin
2022,48,-135,zone 5,Sir John Franklin
2022,49,-135,zone 5,Sir John Franklin
2022,50,-135,zone 5,Sir John Franklin
2022,51,-135,zone 5,Sir John Franklin
2022,52,-135,zone 5,Sir John Franklin
2022,53,-135,zone 5,Sir John Franklin
2022,55,-138,zone 5,Sir John Franklin
2022,54,-138,zone 5,Sir John Franklin
2022,53,-138,zone 5,Sir John Franklin
2022,52,-138,zone 5,Sir John Franklin
2022,51,-138,zone 5,Sir John Franklin
2022,50,-138,zone 5,Sir John Franklin
2022,49,-138,zone 5,Sir John Franklin
2022,48,-138,zone 5,Sir John Franklin
2022,47,-138,zone 5,Sir John Franklin
2022,47,-141,zone 5,Sir John Franklin
2022,48,-141,zone 5,Sir John Franklin
2022,49,-141,zone 5,Sir John Franklin
2022,50,-141,zone 5,Sir John Franklin
2022,51,-141,zone 5,Sir John Franklin
2022,52,-141,zone 5,Sir John Franklin
2022,53,-141,zone 5,Sir John Franklin
2022,54,-141,zone 5,Sir John Franklin
2022,55,-141,zone 5,Sir John Franklin
2022,56,-141,zone 5,Sir John Franklin
2022,57,-141,zone 5,Sir John Franklin
2022,57,-144,zone 5,Sir John Franklin
2022,56,-144,zone 5,Sir John Franklin
2022,55,-144,zone 5,Sir John Franklin
2022,54,-144,zone 5,Sir John Franklin
2022,53,-144,zone 5,Sir John Franklin
2022,52,-144,zone 5,Sir John Franklin
2022,51,-144,zone 5,Sir John Franklin
2022,50,-144,zone 5,Sir John Franklin
2022,49,-144,zone 5,Sir John Franklin
2022,48,-144,zone 5,Sir John Franklin
2022,47,-144,zone 5,Sir John Franklin
2022,47,-156,zone 4,Bell M. Shimada
2022,53,-156,zone 4,Bell M. Shimada
2022,54,-156,zone 4,Bell M. Shimada
2022,55,-156,zone 4,Bell M. Shimada
2022,56,-156,zone 4,Bell M. Shimada
2022,47,-151.5,zone 4,Bell M. Shimada
2022,48,-151.5,zone 4,Bell M. Shimada
2022,49,-151.5,zone 4,Bell M. Shimada
2022,50,-151.5,zone 4,Bell M. Shimada
2022,51,-151.5,zone 4,Bell M. Shimada
2022,52,-151.5,zone 4,Bell M. Shimada
2022,53,-151.5,zone 4,Bell M. Shimada
2022,54,-151.5,zone 4,Bell M. Shimada
2022,55,-151.5,zone 4,Bell M. Shimada
2022,56,-151.5,zone 4,Bell M. Shimada
2022,57,-151.5,zone 4,Bell M. Shimada
2022,57.5,-151.5,zone 4,Bell M. Shimada
2022,58,-151.5,zone 4,Bell M. Shimada
2022,47,-147,zone 4,Bell M. Shimada
2022,48,-147,zone 4,Bell M. Shimada
2022,49,-147,zone 4,Bell M. Shimada
2022,50,-147,zone 4,Bell M. Shimada
2022,51,-147,zone 4,Bell M. Shimada
2022,52,-147,zone 4,Bell M. Shimada
2022,53,-147,zone 4,Bell M. Shimada
2022,54,-147,zone 4,Bell M. Shimada
2022,55,-147,zone 4,Bell M. Shimada
2022,56,-147,zone 4,Bell M. Shimada
2022,57,-147,zone 4,Bell M. Shimada
2022,58,-147,zone 4,Bell M. Shimada
2022,59,-147,zone 4,Bell M. Shimada
2022,59.5,-147,zone 4,Bell M. Shimada
2022,49.59498808,-167.3136579,zone 3,TINRO
2022,48.53685237,-167.2658731,zone 3,TINRO
2022,47.50061988,-167.258087,zone 3,TINRO
2022,46.39749126,-167.2105198,zone 3,TINRO
2022,45.3826394,-167.1621865,zone 3,TINRO
2022,46.08943437,-165.0128003,zone 3,TINRO
2022,47.1073102,-165.0748352,zone 3,TINRO
2022,48.12686032,-165.1270092,zone 3,TINRO
2022,49.15336287,-165.1512027,zone 3,TINRO
2022,50.15789743,-165.1811103,zone 3,TINRO
2022,50.66709702,-163.05302,zone 3,TINRO
2022,49.64556046,-163.0298987,zone 3,TINRO
2022,48.62482346,-162.9716067,zone 3,TINRO
2022,47.59968053,-162.9336103,zone 3,TINRO
2022,46.59804669,-162.8845994,zone 3,TINRO
2022,46.91342603,-160.8248527,zone 3,TINRO
2022,47.87870799,-160.8962675,zone 3,TINRO
2022,48.89171497,-160.8769103,zone 3,TINRO
2022,49.91733367,-160.9359917,zone 3,TINRO
2022,50.97847418,-160.9725466,zone 3,TINRO
2022,51.39524713,-158.4010128,zone 3,TINRO
2022,50.4248674,-158.3732876,zone 3,TINRO
2022,49.49607537,-158.3732876,zone 3,TINRO
2022,48.48410794,-158.3732876,zone 3,TINRO
2022,47.48600307,-158.3455625,zone 3,TINRO
2022,45.38815845,-169.3422001,zone 3,TINRO
2022,46.41098332,-169.3730299,zone 3,TINRO
2022,47.46624182,-169.4034704,zone 3,TINRO
2022,48.47470076,-169.4295026,zone 3,TINRO
2022,49.48565899,-169.4441945,zone 3,TINRO
2022,47.77915498,-155.9634227,zone 4,TINRO
2022,48.82308167,-155.9870902,zone 4,TINRO
2022,49.89146651,-156.0081825,zone 4,TINRO
2022,50.93836548,-156.0029869,zone 4,TINRO
2022,52.01749045,-156.0513059,zone 4,TINRO
2022,49.18708847,-171.6013344,zone 2,TINRO
2022,48.19775704,-171.5614006,zone 2,TINRO
2022,47.19547876,-171.5604971,zone 2,TINRO
2022,46.17742267,-171.5098548,zone 2,TINRO
2022,45.16373342,-171.4728344,zone 2,TINRO
2022,44.62037971,-173.5955554,zone 2,TINRO
2022,45.5889257,-173.6306847,zone 2,TINRO
2022,46.64680811,-173.6334606,zone 2,TINRO
2022,47.64892796,-173.6694631,zone 2,TINRO
2022,48.67929467,-173.6827603,zone 2,TINRO
2022,48.6064742,-175.8003887,zone 2,TINRO
2022,47.59414746,-175.8050376,zone 2,TINRO
2022,46.58516062,-175.7570004,zone 2,TINRO
2022,45.58886966,-175.7544171,zone 2,TINRO
2022,44.57980603,-175.7120591,zone 2,TINRO
2022,44.5137893,-177.9249725,zone 2,TINRO
2022,45.49735027,-177.9549808,zone 2,TINRO
2022,46.52230591,-177.8836461,zone 2,TINRO
2022,47.52984848,-177.9778399,zone 2,TINRO
2022,48.53248357,-178.0068157,zone 2,TINRO
2022,48.40153529,179.8894243,zone 2,TINRO
2022,47.37246929,179.8931898,zone 2,TINRO
2022,46.36494467,179.9109127,zone 2,TINRO
2022,45.29855276,179.9224935,zone 2,TINRO
2022,44.34302812,179.92943,zone 2,TINRO
2022,44.43542522,177.895668,zone 2,TINRO
2022,45.40332118,177.8267547,zone 2,TINRO
2022,46.47096209,177.8815952,zone 2,TINRO
2022,47.46962378,177.7954869,zone 2,TINRO
2022,48.4883389,177.8903713,zone 2,TINRO
2022,48,-135,zone 5,Raw Spirit
2022,47,-138,zone 5,Raw Spirit
2022,49,-138,zone 5,Raw Spirit
2022,48,-141,zone 5,Raw Spirit
2022,47,-144,zone 5,Raw Spirit
2022,49,-144,zone 5,Raw Spirit
2022,51,-144,zone 5,Raw Spirit
2022,50,-141,zone 5,Raw Spirit
2022,50,-135,zone 5,Raw Spirit
2022,52,-135,zone 5,Raw Spirit
2022,53,-138,zone 5,Raw Spirit
2022,52,-141,zone 5,Raw Spirit
2022,53,-144,zone 5,Raw Spirit
2022,55,-144,zone 5,Raw Spirit
2022,57,-144,zone 5,Raw Spirit
2022,56,-141,zone 5,Raw Spirit
2022,54,-141,zone 5,Raw Spirit
2022,55,-138,zone 5,Raw Spirit
2022,49,-132,zone 5,Raw Spirit
2022,46,-135,zone 5,Raw Spirit
2022,46,-138,zone 5,Raw Spirit
2022,46,-144,zone 5,Raw Spirit
2022,58,-141,zone 5,Raw Spirit
2022,53.60417834,-163.0660724,,F/V Northwest Explorer
2022,52.67381804,-163.1569495,,F/V Northwest Explorer
2022,51.69341744,-163.1382495,,F/V Northwest Explorer
2022,50.66709702,-163.05302,,F/V Northwest Explorer
2022,49.64556046,-163.0298987,,F/V Northwest Explorer
2022,49.15336287,-165.1512027,,F/V Northwest Explorer
2022,50.15789743,-165.1811103,,F/V Northwest Explorer
2022,51.16257607,-165.2180214,,F/V Northwest Explorer
2022,52.17369703,-165.2339469,,F/V Northwest Explorer
2022,53.31030206,-165.3132216,,F/V Northwest Explorer
2022,51.89771433,-167.284294,,F/V Northwest Explorer
2022,50.84293619,-167.3629164,,F/V Northwest Explorer
2022,49.90242244,-167.3205542,,F/V Northwest Explorer
2022,48.81862989,-167.2938437,,F/V Northwest Explorer
2022,48.47470076,-169.4295026,,F/V Northwest Explorer
2022,49.48565899,-169.4441945,,F/V Northwest Explorer
2022,50.45548373,-169.5042055,,F/V Northwest Explorer
2022,51.51723848,-169.5322144,,F/V Northwest Explorer
2022,51.21304765,-171.5192208,,F/V Northwest Explorer
2022,50.21109059,-171.6143846,,F/V Northwest Explorer
2022,49.18708847,-171.6013344,,F/V Northwest Explorer
2022,48.19775704,-171.5614006,,F/V Northwest Explorer
2022,47.64892796,-173.6694631,,F/V Northwest Explorer
2022,48.67929467,-173.6827603,,F/V Northwest Explorer
2022,49.68965629,-173.7180638,,F/V Northwest Explorer
2022,50.72384875,-173.7513447,,F/V Northwest Explorer
